customer_id,account_length,location_code,intertiol_plan,voice_mail_plan,number_vm_messages,total_day_min,total_day_calls,total_day_charge,total_eve_min,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,Churn,
1545,82,452,no,no,0,172.2,76,33.16,176.4,116,14.67,249.8,78,11.51,10.6,6,2.86,3,Yes,
1546,1,452,no,no,0,182.1,106,31.96,131.9,111,10.47,155.3,78,6.85,10,2,2.7,5,Yes,
1547,141,445,no,no,0,83.2,74,14.14,190.6,104,16.2,150.5,79,6.77,10.7,7,2.89,1,No,
1548,115,452,no,no,0,210.6,120,35.8,153.1,84,13.01,262.2,79,11.8,11,5,2.97,0,No,
1549,112,452,no,no,0,111.9,92,19.02,114,143,9.69,146.8,79,6.61,14.1,3,3.81,5,Yes,
1550,185,445,no,no,0,139.6,92,23.73,250.2,115,21.27,158.1,79,7.11,10.8,4,2.92,1,No,
1551,68,445,no,no,0,237.1,105,40.31,223.5,105,19,97.4,79,4.38,13.2,2,3.56,1,No,
1552,60,445,no,no,0,125.1,99,21.27,248.8,62,21.15,211.3,79,9.51,11.2,3,3.02,3,No,
1553,84,547,no,no,0,191,88,32.47,318.8,119,27.1,247.3,79,11.13,6.5,4,1.76,0,No,
1554,157,452,no,no,0,276.2,95,46.95,165.8,119,14.09,151.6,79,6.82,2.2,4,0.59,3,No,
1555,134,452,no,yes,38,214.4,93,36.45,211.7,57,17.99,165,79,7.43,10,8,2.7,1,No,
1556,98,452,no,no,0,216.8,86,36.86,190.8,114,16.22,187.5,79,8.44,11,9,2.97,0,No,
1557,88,452,no,no,0,148.2,82,25.19,308.7,67,26.24,235.4,79,10.59,6.4,4,1.73,2,No,
1558,38,445,no,yes,36,115.4,98,19.62,166.2,83,14.13,184.7,79,8.31,15.2,6,4.1,2,No,
1559,83,445,no,yes,38,107.9,90,18.34,140.4,94,11.93,253.6,79,11.41,10.5,2,2.84,0,No,
1560,176,445,no,no,0,201.9,101,34.32,154.7,78,13.15,164.4,79,7.4,9,2,2.43,1,No,
1561,6,547,no,no,0,183.6,117,31.21,256.7,72,21.82,178.6,79,8.04,10.2,2,2.75,1,No,
1562,1,452,no,no,0,144.8,107,24.62,112.5,66,9.56,218.7,79,9.84,13.8,3,3.73,1,No,
1563,106,547,no,no,0,169.4,107,28.8,197.2,71,16.76,202.2,79,9.1,10.7,4,2.89,1,No,
1564,43,452,no,no,0,84.2,134,14.31,80.8,103,6.87,196.1,79,8.82,10.8,2,2.92,1,No,
1565,114,445,no,no,0,193,101,32.81,250,81,21.25,133.3,79,6,9.6,2,2.59,2,No,
1566,138,547,no,no,0,220.2,89,37.43,88.3,125,7.51,195.3,79,8.79,12.9,5,3.48,0,No,
1567,59,547,yes,yes,31,225,78,38.25,191.3,79,16.26,226.7,79,10.2,9.1,3,2.46,1,No,
1568,132,445,no,no,0,169.9,10700,28.88,209.4,121,17.8,206.1,79,9.27,11.5,2,3.11,1,No,
1569,149,445,no,no,0,187.6,83,31.89,201.4,81,17.12,264.2,79,11.89,8.8,1,2.38,1,No,
1570,33,452,no,yes,29,157.4,99,26.76,117.9,80,10.02,279.2,79,12.56,13.9,11,3.75,4,Yes,
1571,161,445,no,no,0,196.6,73,33.42,170.2,79,14.47,194.3,79,8.74,12.5,3,3.38,1,No,
1572,83,452,no,yes,20,95,89,16.15,167.9,92,14.27,200.6,79,9.03,11.2,2,3.02,0,No,
1573,104,547,no,no,0,234.2,128,39.81,293.1,92,24.91,183.9,79,8.28,9.8,6,2.65,0,Yes,
1574,119,547,no,no,0,94.2,108,16.01,264.1,100,22.45,203.7,79,9.17,7.3,3,1.97,1,No,
1575,121,452,no,no,0,86.1,100,14.64,259.8,113,22.08,148,79,6.66,9.1,9,2.46,2,No,
1576,107,445,no,no,0,134,104,22.78,174.5,94,14.83,311.1,79,14,7.3,3,1.97,3,No,
1577,72,445,no,no,0,179.9,113,30.58,149.8,112,12.73,168.2,79,7.57,9.8,7,2.65,2,No,
1578,62,452,no,no,0,86.3,84,14.67,238.7,99,20.29,238.4,79,10.73,12.5,1,3.38,2,No,
1579,11,547,no,yes,38,209.8,130,35.67,196.6,84,16.71,233,79,10.49,7,7,1.89,1,No,
1580,97,452,no,yes,24,133.2,135,22.64,217.2,58,18.46,70.6,79,,11,3,2.97,1,No,
1581,117,547,yes,no,0,59.2,99,8.21,304.2,79,24.77,165.8,79,7.73,8.6,1,2.32,1,Yes,
1582,104,547,no,no,0,220.2,134,39.81,301.1,88,25.91,188.9,79,8.28,9.8,6,2.65,0,Yes,
1583,52,452,no,no,0,172,104,26.35,127.4,108,10.34,172.1,79,7.92,7,4,1.89,4,Yes,
1584,152,547,yes,yes,41,141.8,123,26.96,280.6,92,24.28,204.6,79,9.61,4.3,2,1.16,1,Yes,
1585,48,452,no,yes,37,211.7,115,35.99,159.9,84,13.59,144.1,80,6.48,12.2,1,3.29,1,No,
1586,25,445,no,no,0,264.9,80,45.03,281.2,66,23.9,166.1,80,7.47,8.4,4,2.27,1,Yes,
1587,163,445,no,no,0,197,109,33.49,202.6,128,17.22,206.4,80,9.29,9.1,10,2.46,1,No,
1588,75,445,no,no,0,166.3,125,28.27,158.2,86,13.45,256.7,80,11.55,6.1,5,1.65,1,No,
1589,85,547,no,yes,21,283.2,110,48.14,239.7,108,20.37,149.5,80,6.73,6.3,1,1.7,5,No,
1590,11,452,no,yes,28,190.6,86,32.4,220.1,122,18.71,180.3,80,8.11,6,3,1.62,3,No,
1591,80,445,no,no,0,51.5,90,8.76,164,98,13.94,169.4,80,7.62,9.5,4,2.57,3,No,
1592,87,547,no,no,0,256.2,105,43.55,160.7,102,13.66,249.4,80,11.22,7.4,2,2,4,No,
1593,90,452,no,no,0,198.5,124,33.75,266.6,100,22.66,243.3,80,10.95,8,7,2.16,2,No,
1594,92,452,no,no,0,201.9,74,34.32,226.8,119,19.28,217.5,80,9.79,13.7,6,3.7,3,No,
1595,133,547,no,no,0,201.7,85,34.29,169.4,116,14.4,286.3,80,12.88,6,4,1.62,0,No,
1596,106,452,no,no,0,147.9,97,25.14,209.3,99,17.79,162.1,80,7.29,8.8,5,2.38,2,No,
1597,48,547,no,no,0,128.2,71,21.79,48.1,78,4.09,116.3,80,5.23,8.9,3,2.4,0,No,
1598,71,547,yes,no,0,186.1,114,31.64,198.6,140,16.88,206.5,80,9.29,13.8,5,3.73,4,Yes,
1599,92,445,yes,no,0,62.6,111,10.64,180.6,126,15.35,221.7,80,9.98,10.4,2,2.81,1,Yes,
1600,91,445,no,no,0,147.2,121,25.02,175.2,87,14.89,136.3,80,6.13,13.3,3,3.59,2,No,
1601,108,452,yes,yes,42,130.1,90,22.12,167,128,14.2,244.7,80,11.01,13.6,5,3.67,3,Yes,
1602,176,452,no,no,0,223.2,76,37.94,214.4,131,18.22,154.4,80,6.95,10.1,2,2.73,3,No,
1603,69,547,no,no,0,194.2,122,33.01,242.1,81,20.58,215.8,80,9.71,9.7,3,2.62,2,No,
1604,148,445,no,yes,33,241.7,84,41.09,165.8,84,14.09,160.6,80,7.23,11.3,3,3.05,1,No,
1605,152,452,yes,yes,20,237.5,120,40.38,253.4,94,21.54,265.2,80,11.93,14.2,3,3.83,9,Yes,
1606,136,452,no,no,0,92.4,109,15.71,219,115,18.62,212.6,80,9.57,12.9,4,3.48,2,No,
1607,13,452,no,no,0,303.2,133,51.54,170.5,86,14.49,227.6,80,10.24,11.5,3,3.11,0,Yes,
1608,74,452,no,no,0,162.7,102,27.66,292,105,24.82,183.3,80,8.25,8.7,6,2.35,0,No,
1609,109,547,no,no,0,154.8,82,26.32,287.7,109,24.45,208.4,80,9.38,5.9,9,1.59,3,No,
1610,107,452,no,yes,38,204.2,57,34.71,205.9,92,17.5,286.5,80,12.89,8.3,4,2.24,0,No,
1611,35,445,no,no,0,158.6,67,26.96,130.4,96,11.08,229.8,80,10.34,6.9,5,1.86,2,No,
1612,31,445,no,yes,28,171.8,116,29.21,240.7,125,20.46,245.5,80,11.05,10.6,7,2.86,1,No,
1613,119,452,no,yes,27,220.1,128,37.42,268.2,133,22.8,146.5,80,6.59,11.1,3,3,0,No,
1614,135,452,no,no,0,218.8,123,37.2,242.8,64,20.64,85.8,80,3.86,10.3,3,2.78,4,No,
1615,134,452,no,no,0,7.8,86,1.33,171.4,100,14.57,186.5,80,8.39,12.9,2,3.48,2,No,
1616,149,547,no,yes,43,206.7,79,35.14,174.6,122,14.84,241.5,80,10.87,10.9,3,2.94,1,No,
1617,149,452,no,no,0,242.5,83,41.23,245.4,97,20.86,219.6,80,9.88,10,3,2.7,3,Yes,
1618,72,445,no,no,0,147,79,24.99,162.3,103,13.8,162.9,80,7.33,10.5,4,2.84,1,No,
1619,59,547,no,no,0,155.2,79,26.38,235.3,123,20,169.4,80,,8.7,4,2.35,,No,
1620,103,547,no,yes,36,87.2,92,14.82,169.3,110,14.39,166.7,80,7.5,10.9,5,2.94,6,Yes,
1621,10,452,no,no,0,222.2,127,37.77,153.1,125,13.01,227.4,80,10.23,12.9,4,3.48,1,No,
1622,130,445,no,no,0,211.2,119,35.9,231.1,120,19.64,220.9,80,9.94,6.3,9,1.7,2,No,
1623,120,452,no,no,0,221.3,106,37.62,267.6,98,22.75,111.5,80,5.02,9.3,7,2.51,0,No,
1624,90,445,no,no,0,61.3,91,10.42,194.4,94,16.52,143.1,80,6.44,11.4,9,3.08,1,No,
1625,152,547,yes,yes,41,146.8,128,24.96,285.6,96,24.28,213.6,80,9.61,4.3,2,1.16,1,Yes,
1626,95,452,no,no,0,134.4,104,22.85,152.4,95,12.95,236.5,80,10.64,9.4,3,2.54,1,No,
1627,16,452,no,no,0,174.7,83,29.7,280.8,122,23.87,171.7,80,7.73,10.5,8,2.84,5,No,
1628,146,445,no,no,0,109,69,18.53,265.8,98,22.59,228.3,80,10.27,12.6,2,3.4,1,No,
1629,116,547,no,yes,12,221,108,37.57,151,118,12.84,179,80,8.06,9,6,2.43,2,No,
1630,78,452,yes,no,0,220.8,144,42.26,270.3,103,22.55,153.4,80,6.86,9.5,2,2.57,1,Yes,
1631,108,452,yes,yes,42,147.1,97,23.12,174,127,15.2,234.7,80,11.01,13.6,5,3.67,3,Yes,
1632,108,445,yes,no,0,106.1,121,20.57,210.3,67,17.96,121.1,80,6.12,13.8,3,3.73,2,Yes,
1633,13,452,no,no,0,320.2,136,51.54,159.5,92,14.49,239.6,80,10.24,11.5,2,3.11,0,Yes,
1634,60,445,no,no,0,292.8,109,47.27,255.6,110,22.73,257.8,80,10.93,11.7,5,3.16,2,Yes,
1635,94,445,yes,no,0,91.5,97,17.22,343.9,104,29.89,172.9,80,7.78,7.9,1,2.13,1,Yes,
1636,88,547,no,no,0,60.3,79,13.46,153.4,88,13.72,226.6,80,10.78,8.2,4,2.21,4,Yes,
1637,90,452,yes,yes,26,175,101,26.73,200.8,104,15.05,223.3,80,9.6,13.3,3,3.59,0,Yes,
1638,132,547,no,no,0,181.1,121,30.79,314.4,109,26.72,246.7,81,11.1,4.2,9,1.13,2,No,
1639,87,445,no,no,0,237.2,124,40.32,222.6,87,18.92,173.3,81,7.8,11,3,2.97,1,No,
1640,72,547,no,no,0,272.4,88,46.31,107.9,125,9.17,185.5,81,8.35,12.7,2,3.43,0,No,
1641,100,452,no,no,0,131.1,108,22.29,176.2,81,14.98,89.7,81,4.04,4.3,4,1.16,1,No,
1642,157,452,no,no,0,196,74,33.32,213.4,96,18.14,196.8,81,8.86,7.9,6,2.13,1,No,
1643,124,452,no,no,0,151,98,25.67,120.6,119,10.25,152.8,81,6.88,9.2,2,2.48,2,No,
1644,97,445,no,no,0,239.8,125,40.77,214.8,111,18.26,143.3,81,6.45,8.7,5,2.35,2,No,
1645,137,445,yes,no,0,237.3,103,40.34,176.7,84,15.02,263.4,81,11.85,14.2,4,3.83,0,Yes,
1646,77,445,no,no,0,185.9,95,31.6,212,98,18.02,282.3,81,12.7,11.3,4,3.05,3,No,
1647,86,445,no,yes,23,225.5,107,38.34,246.3,105,20.94,245.7,81,11.06,9.8,2,2.65,0,No,
1648,160,452,no,no,0,256,,43.52,187.4,61,15.93,,81,5.36,11.5,4,3.11,3,No,
1649,120,547,no,no,0,198.8,56,33.8,230.1,73,19.56,119.8,81,5.39,9.9,3,2.67,2,No,
1650,99,452,no,no,0,222.4,102,37.81,185.8,89,15.79,237.7,81,10.7,12,8,3.24,2,No,
1651,118,445,yes,yes,21,156.5,122,26.61,209.2,125,17.78,158.7,81,7.14,11.1,3,3,4,Yes,
1652,91,452,no,no,0,154.4,165,26.25,168.3,121,14.31,239.9,81,10.8,11.7,4,3.16,5,Yes,
1653,103,445,no,yes,24,111.8,85,19.01,239.6,102,20.37,268.3,81,12.07,6.9,4,1.86,1,No,
1654,190,452,yes,no,0,111.9,55,19.02,223,124,18.96,243.2,81,10.94,10,7,2.7,3,No,
1655,106,452,no,no,,187.1,104,31.81,250.2,117,,144.9,81,,11,3,2.97,1,No,
1656,137,452,yes,no,0,135.1,95,22.97,134.1,102,11.4,223.1,81,10.04,12.3,2,3.32,2,Yes,
1657,77,452,no,no,0,239.2,114,40.66,150,115,12.75,160.8,81,7.24,10.3,2,2.78,5,No,
1658,194,445,no,no,0,162.3,88,27.59,213.7,118,18.16,192.1,81,8.64,10.9,2,2.94,0,No,
1659,1,445,no,no,0,123.8,113,21.05,236.2,77,20.08,73.2,81,3.29,3.7,2,1,0,No,
1660,121,452,no,no,0,144.8,126,24.62,200.6,82,17.05,208.8,81,9.4,13.3,9,3.59,0,Yes,
1661,128,445,no,yes,34,142.3,73,24.19,194.8,79,16.56,239.3,81,10.77,16,6,4.32,1,No,
1662,171,547,no,no,0,189.8,122,32.27,173.7,85,14.76,257.1,84,11.57,10.3,1,2.78,0,No,
1663,168,452,no,yes,22,175.9,70,29.9,211.7,105,17.99,174.5,81,7.85,7.3,5,1.97,2,No,
1664,123,452,no,yes,34,305.2,80,51.88,156.5,109,13.3,280,81,12.6,13.2,7,3.56,1,No,
1665,97,452,yes,no,0,143.7,117,24.43,273,82,23.21,178.3,81,8.02,10.9,3,2.94,0,No,
1666,57,452,no,no,0,161,113,27.37,208,134,17.68,208.1,81,9.36,8.4,4,2.27,3,No,
1667,201,452,no,no,0,225.9,110,38.4,299.1,86,25.42,251.3,81,11.31,11.2,4,3.02,1,Yes,
1668,74,452,no,no,0,106.4,84,18.09,140.2,104,11.92,90.9,81,4.09,11.4,3,3.08,1,No,
1669,118,445,no,no,0,154.8,71,26.32,244,73,20.74,159.6,81,7.18,12.8,4,3.46,0,No,
1670,48,452,no,no,0,197.7,64,33.61,136.7,126,11.62,244.4,81,11,13.2,5,3.56,4,No,
1671,129,452,no,yes,37,205,94,34.85,165.4,103,14.06,185,81,8.32,11.7,8,3.16,1,No,
1672,71,547,yes,no,0,198.1,109,32.64,192.6,139,17.88,206.5,81,9.29,13.8,6,3.73,4,Yes,
1673,115,452,no,no,0,222.4,106,39.49,275.8,61,22.53,221.4,81,9.6,12.3,4,3.32,3,Yes,
1674,21,452,no,no,0,88.6,87,17.74,175.9,74,13.76,289,81,12.83,11.3,3,3.05,5,Yes,
1675,85,452,no,no,0,252.9,101,39.27,203.7,116,16.8,305.1,81,13.91,11.4,6,3.08,2,Yes,
1676,81,452,no,no,0,341.7,46,56.2,232.4,78,19.09,202.6,81,8.44,13.1,5,3.54,0,Yes,
1677,103,547,no,yes,36,75.2,92,15.82,156.3,107,15.39,160.7,81,7.5,10.9,6,2.94,6,Yes,
1678,117,452,no,no,0,181.5,95,30.86,205.1,88,17.43,204,82,9.18,14.7,9,3.97,2,No,
1679,156,547,no,no,0,123.7,96,21.03,103,-80,8.76,189.4,82,,13.1,4,3.54,1,No,
1680,71,547,no,no,0,185,84,31.45,232.5,129,19.76,191.1,82,8.6,14.9,4,4.02,3,No,
1681,60,445,yes,yes,29,265.9,113,45.2,215.8,94,18.34,108.1,82,4.86,14,12,3.78,0,Yes,
1682,83,445,no,no,0,202.3,87,34.39,201.5,111,17.13,101.7,82,4.58,6.8,4,1.84,0,No,
1683,85,452,no,no,0,210.3,66,35.75,195.8,76,16.64,221.6,82,9.97,11.2,7,3.02,1,No,
1684,181,452,no,yes,27,190.3,93,32.35,249,127,21.17,215.7,82,9.71,10.6,4,2.86,1,No,
1685,91,547,no,yes,27,204.6,96,34.78,136,93,11.56,210.5,82,9.47,6.6,2,1.78,3,No,
1686,86,445,no,yes,16,145.7,88,24.77,191,129,16.24,215.5,82,9.7,11.3,7,3.05,0,No,
1687,93,452,no,yes,36,178.7,134,30.38,178.6,102,15.18,126.8,82,5.71,8,4,2.16,2,No,
1688,159,445,yes,no,0,257.1,53,43.71,312.2,127,26.54,183,82,8.24,8.8,6,2.38,1,Yes,
1689,128,547,no,no,0,199.3,86,33.88,194.8,102,16.56,298.2,82,13.42,14.3,2,3.86,4,No,
1690,33,547,no,no,0,182.5,65,31.03,232.1,96,19.73,149.2,82,6.71,7.5,2,2.03,2,No,
1691,75,452,no,no,0,117.3,114,19.94,201.1,61,17.09,107.9,82,4.86,12.2,3,3.29,1,No,
1692,105,547,no,no,0,227.4,121,38.66,268.5,89,22.82,143.3,82,6.45,13,4,3.51,1,No,
1693,151,452,no,no,0,194.8,106,33.12,292.7,103,24.88,224.6,82,10.11,5.5,3,1.49,0,No,
1694,115,452,no,no,0,226.4,101,38.49,276.8,60,23.53,213.4,82,9.6,12.3,4,3.32,3,Yes,
1695,135,547,no,no,0,144.1,115,24.5,249.8,68,21.23,211.4,82,9.51,13.6,3,3.67,1,No,
1696,25,547,no,no,0,242.6,69,41.24,209,117,17.77,219.7,82,9.89,14.4,6,3.89,2,No,
1697,62,452,no,no,0,98.9,103,16.81,135.4,122,11.51,236.6,82,10.65,12.2,1,3.29,1,No,
1698,83,547,no,yes,26,226.4,117,38.49,234.7,97,19.95,133.6,82,6.01,10.8,7,2.92,1,No,
1699,158,452,no,no,0,195.9,103,33.3,89.1,95,7.57,302.2,82,13.6,10.3,3,2.78,1,No,
1700,124,547,yes,no,0,157.8,71,26.83,203.2,114,17.27,168.7,82,7.59,10,2,2.7,3,Yes,
1701,135,445,no,no,0,155.2,100,26.38,135.9,84,11.55,184.6,82,8.31,3.8,9,1.03,3,No,
1702,80,445,yes,yes,15,159.3,110,27.08,170.6,120,14.5,141.2,82,6.35,11.9,5,3.21,1,No,
1703,162,452,no,no,0,70.7,108,12.02,157.5,87,13.39,154.8,82,6.97,9.1,3,2.46,4,Yes,
1704,94,547,no,no,0,163.5,136,27.8,143.7,111,12.21,253.4,82,11.4,12.6,5,3.4,1,No,
1705,124,452,no,yes,30,144.5,35,24.57,262.3,101,22.3,226.5,82,10.19,12,7,3.24,2,No,
1706,135,452,no,no,0,201.8,81,34.31,225,114,19.13,204.4,82,9.2,10.3,6,2.78,1,No,
1707,136,547,yes,no,0,256.8,90,43.66,230.1,104,19.56,143.6,82,6.46,9.1,10,2.46,3,No,
1708,127,452,no,yes,23,182,80,30.94,216.1,85,18.37,156.9,82,7.06,9.8,4,2.65,1,No,
1709,99,452,no,no,0,200,66,34,107.9,104,9.17,233.7,82,10.52,11.4,2,3.08,3,No,
1710,148,445,no,no,0,17.6,121,2.99,161.7,125,13.74,203.1,82,9.14,10.6,6,2.86,1,No,
1711,123,452,no,yes,22,197.6,105,33.59,80,86,6.8,120.8,82,5.44,15.6,12,4.21,2,No,
1712,95,445,yes,yes,37,220.2,109,37.43,185.3,99,15.75,205.1,82,9.23,4.1,2,1.11,0,Yes,
1713,93,452,no,no,0,146.3,85,24.87,216.6,95,18.41,233,82,10.49,11.5,3,3.11,0,No,
1714,80,547,no,no,0,206.3,97,35.07,154.9,98,13.17,263.6,82,11.86,12.4,12,3.35,0,No,
1715,77,452,no,no,0,142.3,112,24.19,306.3,111,26.04,196.5,82,8.84,9.9,1,2.67,1,No,
1716,141,452,no,no,0,192.4,111,32.71,156.9,87,13.34,175.8,82,7.91,11,6,2.97,0,No,
1717,163,445,no,no,0,247.7,77,42.11,269.5,108,22.91,167.3,82,7.53,9.6,7,2.59,0,Yes,
1718,84,445,no,no,0,159.5,125,27.12,247.1,90,21,187.9,82,8.46,7.2,4,1.94,2,No,
1719,180,452,no,no,0,143.5,121,24.4,189.3,111,16.09,174.9,82,7.87,8.8,5,2.38,3,No,
1720,125,445,no,yes,32,96.5,109,16.41,145.8,109,12.39,174.4,82,7.85,9.4,2,2.54,1,No,
1721,124,547,no,no,0,169.3,108,28.78,178.6,91,15.18,242.3,82,10.9,12.2,3,3.29,1,No,
1722,87,452,no,yes,21,214,113,36.38,180,114,15.3,134.5,82,6.05,10.6,5,2.86,0,No,
1723,110,452,no,yes,38,236.3,102,40.17,195.9,112,16.65,183.5,82,8.26,9.7,6,2.62,1,No,
1724,162,445,no,no,0,184.5,118,31.37,224,95,19.04,180.5,82,8.12,11.6,3,3.13,1,No,
1725,81,547,no,no,0,154.5,84,26.27,216.2,91,18.38,229.8,82,10.34,13.7,3,3.7,1,No,
1726,4,547,yes,no,0,145.3,89,24.7,303.8,93,25.82,206.1,82,9.27,8.9,4,2.4,0,No,
1727,116,452,no,yes,24,232.9,90,39.59,152.1,94,12.93,344.3,82,15.49,10.7,6,2.89,1,No,
1728,67,452,no,no,0,138.9,65,23.61,208.9,109,17.76,232.4,82,10.46,9.2,3,2.48,2,No,
1729,,452,,,0,111.1,126,18.89,313.4,95,26.64,215.7,82,9.71,10.5,6,2.84,1,No,
1730,128,445,no,no,0,227.9,130,38.74,302.6,71,25.72,191.5,82,8.62,5.5,7,1.49,1,Yes,
1731,107,452,no,no,0,123.1,100,20.93,158.4,82,13.46,256.1,82,11.52,9.3,5,2.51,0,No,
1732,79,452,no,no,0,222.3,99,37.79,146.2,82,12.43,275.6,82,12.4,8.9,4,2.4,3,No,
1733,159,452,no,no,0,169.8,114,28.87,197.7,105,16.8,193.7,82,8.72,11.6,4,3.13,1,No,
1734,136,445,yes,no,0,185.6,88,32.93,224.4,94,17.97,67.4,82,3.26,11,5,2.97,3,Yes,
1735,118,445,yes,yes,21,173.5,119,26.61,213.2,122,16.78,152.7,82,7.14,11.1,2,3,4,Yes,
1736,91,452,no,no,0,164.4,165,25.25,157.3,122,13.31,226.9,82,10.8,11.7,3,3.16,5,Yes,
1737,62,452,no,no,0,256.7,113,41.28,230,115,19.7,266.7,82,11.96,13.2,3,3.56,1,Yes,
1738,162,452,no,no,0,68.7,114,10.02,155.5,92,14.39,151.8,82,6.97,9.1,3,2.46,4,Yes,
1739,103,547,no,yes,35,122.5,102,20.79,202.3,82,18.71,90.4,82,3.93,13.9,3,3.75,4,Yes,
1740,125,452,yes,no,0,293.4,74,48.73,265.5,146,22.99,121.3,82,4.83,12.2,2,3.29,0,Yes,
1741,143,452,no,no,0,217.3,106,35.96,177.1,122,13.2,201,82,9.14,4.5,3,1.22,0,Yes,
1742,80,452,yes,no,0,262.5,129,49.01,182.6,85,16.63,196.3,82,9.46,7.2,4,1.94,1,Yes,
1743,131,547,no,no,0,153.4,86,26.08,198.5,81,16.87,164.4,83,7.4,10.4,3,2.81,0,No,
1744,74,547,no,no,0,148.5,111,25.25,146.5,42,12.45,289.2,83,13.01,9.9,6,2.67,3,No,
1745,67,452,no,no,0,210.7,116,35.82,219.2,86,18.63,179.7,83,8.09,7.2,6,1.94,1,No,
1746,97,445,no,no,0,169.7,84,28.85,165.9,86,14.1,191.9,83,8.64,12.8,6,3.46,3,No,
1747,192,452,no,yes,36,156.2,77,26.55,215.5,126,18.32,279.1,83,12.56,9.9,6,2.67,2,No,
1748,72,445,no,yes,39,92.8,98,15.78,271.2,115,23.05,167.1,83,7.52,5.8,7,1.57,1,No,
1749,120,452,no,no,0,252.1,110,42.86,226.1,103,19.22,155.6,83,7,13.8,3,3.73,1,No,
1750,192,452,no,no,0,221.6,101,37.67,285.2,50,24.24,167.4,83,7.53,12.7,6,3.43,4,No,
1751,129,547,no,yes,27,196.6,89,33.42,180.6,95,15.35,245,83,11.03,6.6,5,1.78,1,No,
1752,129,547,no,no,0,334.3,118,56.83,192.1,104,16.33,191,83,8.59,10.4,6,2.81,0,Yes,
1753,146,547,no,no,0,189.3,77,32.18,155.9,128,13.25,186,83,8.37,7.4,3,2,0,No,
1754,134,452,no,yes,32,216.8,78,36.86,102.2,111,8.69,174,83,7.83,8.6,2,2.32,0,No,
1755,99,452,no,no,0,145.6,106,24.75,98.3,106,8.36,230.8,83,10.39,10.9,5,2.94,1,No,
1756,116,547,no,no,0,189.5,90,32.22,189.8,118,16.13,205.8,83,9.26,13.1,2,3.54,1,No,
1757,172,452,no,no,0,215.7,140,36.67,146.3,84,12.44,264.6,83,11.91,7.1,1,1.92,3,No,
1758,98,445,no,no,0,136.1,82,23.14,156.3,118,13.29,158.8,83,7.15,10.1,5,2.73,2,No,
1759,147,445,no,no,0,274,92,46.58,231.8,82,19.7,283.6,83,12.76,6.2,1,1.67,0,Yes,
1760,90,452,no,no,0,145.6,103,24.75,197.1,137,16.75,294.5,83,13.25,10.5,4,2.84,0,No,
1761,66,547,no,no,0,207.7,85,35.31,196.7,112,16.72,261.7,83,11.78,6.8,3,1.84,1,No,
1762,105,547,no,no,0,140.6,109,23.9,178.6,51,15.18,217,83,9.76,6.8,3,1.84,2,No,
1763,79,445,no,no,0,261.7,97,44.49,210.6,48,17.9,256.7,83,11.55,6,3,1.62,3,Yes,
1764,142,452,no,yes,30,154,75,26.18,165.8,97,14.09,270,83,12.15,10.8,5,2.92,1,No,
1765,15,452,no,no,0,135.2,101,22.98,152.5,79,12.96,224.8,83,10.12,8.4,5,2.27,2,No,
1766,149,547,no,no,0,207.3,115,35.24,198.4,82,16.86,114.1,83,5.13,8.6,4,2.32,1,No,
1767,139,452,no,yes,25,138.3,96,23.51,80.6,79,6.85,163.7,83,7.37,8.3,8,2.24,0,No,
1768,100,452,no,no,0,203.8,122,34.65,283.1,76,24.06,197.3,83,8.88,12.5,3,3.38,0,No,
1769,113,452,no,no,0,186,55,31.62,237.4,105,20.18,148.1,83,6.66,12.2,6,3.29,1,No,
1770,87,547,no,no,0,223.2,109,37.94,127.5,86,10.84,289.3,83,13.02,14.5,4,3.92,3,No,
1771,78,445,no,no,0,75,116,12.75,248.7,87,21.14,176,83,7.92,9.5,6,2.57,3,No,
1772,35,452,no,no,0,179.2,59,30.46,283.3,101,24.08,285.4,83,12.84,5.8,7,1.57,2,No,
1773,35,452,no,no,0,179.2,59,30.46,283.3,101,24.08,285.4,83,12.84,5.8,7,1.57,2,No,
1774,69,452,no,no,0,143.6,88,24.41,141.8,86,12.05,194,83,8.73,10.8,5,2.92,3,No,
1775,108,452,no,no,0,240.2,78,40.83,230.3,109,19.58,217,83,9.76,5.2,1,1.4,2,No,
1776,55,452,no,no,0,245.5,130,41.74,192.7,54,16.38,141.7,83,6.38,9.1,4,2.46,1,No,
1777,39,445,no,no,0,187.2,110,31.82,114.7,116,9.75,104.7,83,4.71,13.2,5,3.56,1,No,
1778,82,452,no,no,0,189.2,81,32.16,184.4,117,15.67,255.8,83,11.51,10.6,5,2.86,3,Yes,
1779,146,452,no,no,0,205.4,101,34.92,134.9,77,11.47,310.5,83,13.97,10.3,2,2.78,3,No,
1780,57,452,no,no,0,169.6,96,28.83,234.7,112,19.95,285.4,83,12.84,11.2,4,3.02,0,No,
1781,130,547,no,no,0,124.3,70,21.13,270.7,99,23.01,239.5,83,10.78,3.5,6,0.95,0,No,
1782,120,452,no,yes,29,244.3,140,41.53,322.3,89,27.4,166.8,83,7.51,10.6,6,2.86,0,No,
1783,107,547,no,yes,25,248.6,91,42.26,119.3,115,10.14,194.3,83,8.74,12,1,3.24,1,No,
